text,label,economic,environment,foreign policy,governance,immigration,military,safety,social programs,social and cultural
hours stage dc cnn town hall watch cnn tune online ready share plan defeat climate change president ready talk progressive record paid family leave equal pay minimum wage health care ll tune," economic, social programs,environment",1,1,0,0,0,0,0,1,0
waterloo coming kick big afternoon gotv elect state senator eric giddens,no topic,0,0,0,0,0,0,0,0,0
epidemic violence transgender community trans women color ten trans women killed violently 2019 stand speak put end hate," social and cultural,safety",0,0,0,0,0,0,1,0,1
heartland candidate forum happening watch live stream huffpost iacaucus onenationonedestiny,no topic,0,0,0,0,0,0,0,0,0
president donald trump schedule thursday april 18th deliver remarks wounded warrior project soldier ride meet secretary state receive intelligence briefing,military,0,0,0,0,0,1,0,0,0
immigration system today disgrace abolished treat fellow human beings dignity exceptions white house reform immigration system ensure justice dignity migrants undocumented people,immigration,0,0,0,0,1,0,0,0,0
invest future investing children invest children investing teachers valuable doctors,economic,1,0,0,0,0,0,0,0,0
yeah elections coming years roads hope people paying attention remembered history kindly,no topic,0,0,0,0,0,0,0,0,0
st louis today speak abortion providers patients frontlines fight reproductive rights thing brave advocates aren backing join live,social and cultural,0,0,0,0,0,0,0,0,1
forward north carolina tomorrow night big rally great guy dan bishop strong crime borders military vets dan bishop washington badly opponent weak crime borders 2nd," immigration, military,safety",0,0,0,0,1,1,1,0,0
official join joe biden bernie sanders pete buttigieg june 27 9 debate stage counting supporters country throw debate watch parties easy fun sign today,no topic,0,0,0,0,0,0,0,0,0
beto rourke visits islamic society hampshire,no topic,0,0,0,0,0,0,0,0,0
american workers suffering shutdown lose roof heads voices heard source cnn," economic,governance",1,0,0,1,0,0,0,0,0
days official campaign launch event el paso 1 000 watch parties country saturday moment begin ambitious effort campaign massive grassroots movement reach voter rsvp watch party city build groundswell momentum find event,no topic,0,0,0,0,0,0,0,0,0
knew speaking pushed bill put penny pocket,governance,0,0,0,1,0,0,0,0,0
forward joining jonathon capehart thoughtful conversation future america post donald trump join 92nd street nyc tomorrow april 22 7 30pm bit ly julian92y,no topic,0,0,0,0,0,0,0,0,0
worry monopolistic tendencies sectors economy including high tech hard degree monopolies dominate aspect lives including government time power back,economic,1,0,0,0,0,0,0,0,0
c??sar ch??vez day remember lasting legacy renowned civil rights labor leader fought basic fairness dignity workers human rights efforts helped catalyze movement latino civil rights country led improved farmworker conditions united farm workers addition greater latino representation media elected office organized labor c??sar don perfect political systems perfect participation," social and cultural,economic",1,0,0,0,0,0,0,0,1
mom widowed age 40 left single mother 4 couldn afford year year donated groups life planned parenthood true honor join today meet incredible dr leana wen,social and cultural,0,0,0,0,0,0,0,0,1
deal rising wealth inequality invest ideas give child born country fair shot achieving american dream,economic,1,0,0,0,0,0,0,0,0
queens hope make voices heard today vote caban queens haven polls open 9 00 pm,no topic,0,0,0,0,0,0,0,0,0
aloha means open heart respect care friend stranger aloha color skin worship god love political party belong,social and cultural,0,0,0,0,0,0,0,0,1
council bluffs iowa,no topic,0,0,0,0,0,0,0,0,0
north las vegas tuesday 7th rsvp coming,no topic,0,0,0,0,0,0,0,0,0
interview yesterday greater boston,no topic,0,0,0,0,0,0,0,0,0
rep alexandria ocasio cortez end starvation wages country make worker america paid living wage 15 hour,economic,1,0,0,0,0,0,0,0,0
ve run office times won races lost stopped thought make harder people vote participate democracy republicans today cowardly voter suppression,governance,0,0,0,1,0,0,0,0,0
years beginning flint water crisis folks don access clean water traveled flint weekend send message folks community campaign administration won forget,safety,0,0,0,0,0,0,1,0,0
,no topic,0,0,0,0,0,0,0,0,0
michael cohen worked donald trump decade morning learned firsthand criminal behavior characterized businesses charity presidency time hold mr trump accountable,governance,0,0,0,1,0,0,0,0,0
sc convention speech,no topic,0,0,0,0,0,0,0,0,0
keene nh,no topic,0,0,0,0,0,0,0,0,0
planning vote prior 2020 election wonderful healthcare package talented people developing republican party full display election expensive alternative obamacare republicans support pre existing conditions,social programs,0,0,0,0,0,0,0,1,0
unconscionable unconstitutional attack georgia women make health care decisions woman decision city government state government federal government abortion white house fight uphold woman control body,social and cultural,0,0,0,0,0,0,0,0,1
issue democrats extreme depraved border security democrat agenda open borders morally reprehensible great betrayal american middle class country," economic,immigration",1,0,0,0,1,0,0,0,0
brown board decided 65 years ago fight equality work ensure equity full opportunity classrooms schools education system continue work continues unconscionable achievement gap classrooms full force day kindergarten black children 10 months math 12 months reading compared white classmates work continues kindergarten classroom children color times disciplined suspended expelled white child impacting opportunity potential school prison pipeline full effect years work continues shameful race based disparities hs graduation rates access higher education skills training earns degree happening fail invest equitable resources education fail make higher education affordable committed meeting challenge ve starts increasing public school funding low income underserved communities guaranteeing equitable distribution resources ensuring teachers reflect diversity country continues finally achieving universal pre year securing affordable childcare signing law paid family leave ensuring country minimum wage living wage parent work job make ends meet decriminalize truancy states texas step repealing laws prosecute children truancy fines parents face loom large system disproportionately targets black brown students president nominate judges respect affirm defend brown board andrew oldham doesn nominated wendy vitter don civil rights equity opportunity don belong position public trust," economic, governance, safety, social programs,social and cultural",1,0,0,1,0,0,1,1,1
tomorrow big day grassroots movement hope ll join lawrence ma tomorrow announcing big 2020 plans part,no topic,0,0,0,0,0,0,0,0,0
tonight ll chris hayes talk important defend constitution fight democracy tune msnbc 8 pm,governance,0,0,0,1,0,0,0,0,0
sign glad spend time river road tavern bedford nh weekend,no topic,0,0,0,0,0,0,0,0,0
long ve gun debate framed corporate gun lobby nra regain narrative assault basic liberties americans shopping mall synagogue concert fear violence," social and cultural,safety",0,0,0,0,0,0,1,0,1
denver teachers fight fight day teachers open possibilities students deserve fair pay,economic,1,0,0,0,0,0,0,0,0
fox news host told polite calling lies abortion won polite reproductive rights assault won polite billionaires ceos corporate handouts tax breaks working people struggle put food table won polite big oil pollute water air haven polite trump backward agenda ve voted senate won fight clean elections money politics fight medicare fight strengthen public schools increase teacher pay institutional racism pervades education health care housing long history taking big fights congress stand things president," economic, environment, governance, social programs,social and cultural",1,1,0,1,0,0,0,1,1
hampshire birthday wishes,no topic,0,0,0,0,0,0,0,0,0
president trump stands law enforcement law enforcement stands president trump show support president trump buy official law enforcement trump hat limited edition,safety,0,0,0,0,0,0,1,0,0
