text,Gold Label
‪Wrapped up Iowa day 2 in Ames with an awesome crowd of Story County Democrats—and a quick hello with one of my best friends in the Senate!‬,no topic
"Our campaign is rejecting contributions from corporate PACs and federal lobbyists, which means we need your help to reach our end-of-month fundraising goal. Every dollar you give, no matter what amount, makes a difference. Click the link below to pitch in today:
https://secure.actblue.com/donate/kdh-1902-social?refcode=fb-190228",governance
"In less than five hours, I take the stage in DC for the CNN town hall. You can watch on CNN or tune in online at https://go.cnn.com/. 

I’m ready to share my plan to defeat climate change as the next president. I’m ready to talk about my progressive record on everything from paid family leave to equal pay, the minimum wage, and health care. 

Let me know you’ll tune in.","environmental, social programs, economic, health"
Waterloo! Thank you for coming out to kick off a big afternoon of GOTV as we help elect your next State Senator Eric Giddens.,no topic
"We have to take on the epidemic of violence against the transgender community — especially trans women of color. Ten trans women have been killed violently in 2019 so far.

We must stand up, speak out, and put an end to this hate.","safety, social cultural"
"Heartland Candidate Forum is happening NOW. Watch the live stream ➡️ 

HuffPost #IACaucus #OneNationOneDestiny",no topic
"President Donald J. Trump’s schedule for Thursday, April 18th:
-Deliver remarks at the Wounded Warrior Project Soldier Ride 
-Meet with the Secretary of State 
-Receive intelligence briefing",military
"Our immigration system today is a disgrace which must be abolished. We must treat our fellow human beings with dignity, no exceptions. When we are in the White House we will reform our immigration system to ensure justice and dignity for migrants and undocumented people.",immigration
We need to invest in our future by investing in our children. And we invest in our children by investing in our teachers. They are as valuable as our doctors.,"economic, education"
"Why now???  Oh yeah.....elections are coming.  Three years and NOTHING on our roads.  I hope people have been paying attention.  You will not be remembered in history kindly.  

https://www.facebook.com/WVGovernor/videos/488209868382040?sfns=mo",no topic
